opportunity_id,cluster,center_lat,center_lon,total_orders,avg_daily_orders,demand_level,competitors_within_2km,nearest_competitor_km,opportunity_score,opportunity_level
OPP253,2,12.946385634135249,77.55407141013839,19,19.0,High,7,0.51,52.51162790697674,Low Opportunity
OPP254,4,12.928579008191232,77.6277300102461,29,29.0,High,14,1.05,52.46511627906977,Low Opportunity
OPP255,2,12.936789341551137,77.60960887493124,29,29.0,High,14,0.19,52.46511627906977,Low Opportunity
OPP256,4,12.973079644588275,77.60929872610382,23,23.0,High,10,0.05,52.09302325581395,Low Opportunity
OPP257,2,12.937703072177317,77.58182998128774,20,20.0,High,8,0.48,51.90697674418604,Low Opportunity
OPP258,4,12.98152787915277,77.62841864556505,17,17.0,High,6,1.26,51.72093023255814,Low Opportunity
OPP259,3,12.90099844575061,77.62776215637834,27,27.0,High,13,0.31,51.67441860465116,Low Opportunity
OPP260,1,12.96426876354363,77.75692817418961,18,18.0,High,7,0.02,51.116279069767444,Low Opportunity
OPP261,3,12.882036890826575,77.62722260784118,19,19.0,High,8,1.09,50.51162790697674,Low Opportunity
OPP262,5,13.00048788414891,77.61725251269262,16,16.0,High,6,0.41,50.325581395348834,Low Opportunity
OPP263,4,12.936597697528972,77.61920558839613,26,26.0,High,13,0.54,50.279069767441854,Low Opportunity
OPP264,2,12.928110461168995,77.60070016813165,23,23.0,High,11,0.44,50.09302325581395,Low Opportunity
OPP265,3,12.883396158873351,77.6092956800421,21,21.0,High,10,0.3,49.302325581395344,Low Opportunity
OPP266,4,12.981800968744565,77.60998715671123,21,21.0,High,10,0.27,49.302325581395344,Low Opportunity
OPP267,4,12.928234152228239,77.65509662117265,18,18.0,High,8,1.05,49.116279069767444,Low Opportunity
OPP268,1,12.937214106761907,77.73011802986929,18,18.0,High,8,0.28,49.116279069767444,Low Opportunity
OPP269,3,12.919203453414765,77.60898095847654,28,28.0,High,15,0.64,49.06976744186046,Low Opportunity
OPP270,1,12.963823323669512,77.7479237598412,15,15.0,High,6,0.62,48.93023255813954,Low Opportunity
OPP271,3,12.90267772120993,77.60850840535132,25,25.0,High,13,0.36,48.883720930232556,Low Opportunity
OPP272,2,12.920869396351248,77.55503618920562,19,19.0,High,9,0.86,48.51162790697675,Low Opportunity
OPP273,2,12.954684689867854,77.56303361196352,16,16.0,High,7,0.71,48.325581395348834,Low Opportunity
OPP274,5,13.018098016558938,77.6104763567388,14,14.0,High,6,0.55,47.53488372093023,Low Opportunity
OPP275,3,12.892360729941137,77.60944956985844,21,21.0,High,11,0.73,47.30232558139534,Low Opportunity
OPP276,4,12.927686550615975,77.66388964546168,15,15.0,High,7,0.74,46.93023255813954,Low Opportunity
OPP277,4,12.963686162184366,77.65516609493753,15,15.0,High,7,0.78,46.93023255813954,Low Opportunity
OPP278,4,12.972613842908853,77.64485383346727,15,15.0,High,7,0.48,46.93023255813954,Low Opportunity
OPP279,3,12.909885302169846,77.61914205113949,23,23.0,High,13,0.71,46.09302325581395,Low Opportunity
OPP280,3,12.892038764850145,77.57182131301361,17,17.0,High,9,0.26,45.720930232558146,Low Opportunity
OPP281,2,12.935960403757063,77.56363159072905,17,17.0,High,9,0.75,45.720930232558146,Low Opportunity
OPP282,5,13.008938029120047,77.63698473778616,14,14.0,High,7,0.56,45.53488372093023,Low Opportunity
OPP283,4,12.9639343209458,77.64557254150836,15,15.0,High,8,0.16,44.93023255813954,Low Opportunity
OPP284,2,12.963804827135796,77.55417735049227,12,12.0,High,6,0.71,44.74418604651163,Low Opportunity
OPP285,5,13.0530833720829,77.60076234875582,12,12.0,High,6,0.05,44.74418604651163,Low Opportunity
OPP286,4,12.926836471283899,77.64793353234336,16,16.0,High,9,0.7,44.32558139534884,Low Opportunity
OPP287,3,12.90043528051232,77.57301549871781,17,17.0,High,10,0.85,43.72093023255814,Low Opportunity
OPP288,2,12.919206767914813,77.58093835835737,17,17.0,High,10,1.09,43.72093023255814,Low Opportunity
OPP289,3,12.910241608004405,77.62840146292757,27,27.0,High,17,0.45,43.67441860465116,Low Opportunity
OPP290,2,12.972798305785545,77.59903994543994,14,14.0,High,8,0.88,43.53488372093023,Low Opportunity
OPP291,5,13.044519194561767,77.60938770946397,14,14.0,High,8,0.42,43.53488372093023,Low Opportunity
OPP292,2,12.91136355234632,77.55425679568208,11,11.0,High,6,0.71,43.348837209302324,Low Opportunity
OPP293,2,12.974125475852054,77.54429306699771,11,11.0,High,6,0.21,43.348837209302324,Low Opportunity
OPP294,1,13.016208933262767,77.747878004046,11,11.0,High,6,1.22,43.348837209302324,Low Opportunity
OPP295,1,12.981872293751623,77.74908248674069,18,18.0,High,11,0.24,43.116279069767444,Low Opportunity
OPP296,3,12.81779567554372,77.60190503918207,2,2.0,Low,0,3.0,42.7906976744186,Low Opportunity
OPP297,3,12.866849745310663,77.7080161721988,2,2.0,Low,0,2.63,42.7906976744186,Low Opportunity
OPP298,1,12.866512566144356,77.79698748907188,2,2.0,Low,0,2.92,42.7906976744186,Low Opportunity
OPP299,1,12.87349366181499,77.74694774695857,2,2.0,Low,0,2.72,42.7906976744186,Low Opportunity
OPP300,1,12.883743680964432,77.762946416868,2,2.0,Low,0,2.31,42.7906976744186,Low Opportunity
OPP301,1,12.892026073669488,77.76597664400524,2,2.0,Low,0,3.12,42.7906976744186,Low Opportunity
OPP302,1,12.908588929438952,77.74769956892203,2,2.0,Low,0,2.18,42.7906976744186,Low Opportunity
OPP303,1,12.909487395481698,77.78587678251509,2,2.0,Low,0,4.94,42.7906976744186,Low Opportunity
OPP304,1,12.920652917611466,77.7849801822824,2,2.0,Low,0,4.06,42.7906976744186,Low Opportunity
OPP305,1,12.91733658989698,77.8017795276207,2,2.0,Low,0,5.82,42.7906976744186,Low Opportunity
OPP306,1,12.927598010120501,77.78395153074533,2,2.0,Low,0,3.58,42.7906976744186,Low Opportunity
OPP307,1,12.929616398198611,77.81071896082909,2,2.0,Low,0,6.27,42.7906976744186,Low Opportunity
OPP308,1,12.928609019592123,77.83129157825518,2,2.0,Low,0,8.24,42.7906976744186,Low Opportunity
OPP309,1,12.939028137170517,77.81484097473316,2,2.0,Low,0,6.13,42.7906976744186,Low Opportunity
OPP310,1,12.948922454167292,77.79270330363232,2,2.0,Low,0,3.66,42.7906976744186,Low Opportunity
OPP311,1,12.955811247971702,77.80652896391328,2,2.0,Low,0,4.31,42.7906976744186,Low Opportunity
OPP312,1,12.964856118327557,77.80393286610342,2,2.0,Low,0,3.65,42.7906976744186,Low Opportunity
OPP313,1,12.967640083168106,77.81177092924628,2,2.0,Low,0,4.4,42.7906976744186,Low Opportunity
OPP314,1,12.976077524217423,77.82205402742676,2,2.0,Low,0,5.44,42.7906976744186,Low Opportunity
OPP315,1,12.981244943466745,77.80428458782296,2,2.0,Low,0,3.58,42.7906976744186,Low Opportunity
OPP316,1,12.990748999811611,77.81006292752213,2,2.0,Low,0,4.5,42.7906976744186,Low Opportunity
OPP317,1,13.001588128128517,77.81286362713553,2,2.0,Low,0,5.29,42.7906976744186,Low Opportunity
OPP318,1,13.010985847346564,77.82129459737914,2,2.0,Low,0,6.55,42.7906976744186,Low Opportunity
OPP319,1,13.033931554066378,77.79441863526154,2,2.0,Low,0,3.52,42.7906976744186,Low Opportunity
OPP320,1,13.050991295455184,77.72158239478492,2,2.0,Low,0,2.1,42.7906976744186,Low Opportunity
OPP321,1,13.054201964097462,77.77514305506773,2,2.0,Low,0,2.31,42.7906976744186,Low Opportunity
OPP322,4,12.954550327231024,77.67516691117,12,12.0,High,7,1.36,42.74418604651163,Low Opportunity
OPP323,1,12.961886896124232,77.73875054884759,12,12.0,High,7,0.66,42.74418604651163,Low Opportunity
OPP324,3,12.90098753393063,77.59050557958852,22,22.0,High,14,0.61,42.697674418604656,Low Opportunity
OPP325,3,12.910378166378846,77.64664885916301,26,26.0,High,17,0.33,42.279069767441854,Low Opportunity
OPP326,3,12.910141392149928,77.60842601919362,23,23.0,High,15,0.47,42.09302325581395,Low Opportunity
OPP327,3,12.892343412805115,77.56313353861265,10,10.0,High,6,0.31,41.95348837209302,Low Opportunity
OPP328,2,12.936894356620689,77.54413598860083,10,10.0,High,6,0.48,41.95348837209302,Low Opportunity
OPP329,4,12.937621853433047,77.67489090852573,10,10.0,High,6,0.96,41.95348837209302,Low Opportunity
OPP330,5,13.035340260040588,77.58940584132424,10,10.0,High,6,0.83,41.95348837209302,Low Opportunity
OPP331,3,12.77931599119336,77.62003258097434,1,1.0,Low,0,4.08,41.395348837209305,Low Opportunity
OPP332,3,12.789367992036096,77.68332345000663,1,1.0,Low,0,2.22,41.395348837209305,Low Opportunity
OPP333,3,12.80314701611348,77.6205006008333,1,1.0,Low,0,4.0,41.395348837209305,Low Opportunity
OPP334,3,12.817061971732988,77.56123198044173,1,1.0,Low,0,4.16,41.395348837209305,Low Opportunity
OPP335,3,12.817054731493783,77.6087622432155,1,1.0,Low,0,3.46,41.395348837209305,Low Opportunity
OPP336,3,12.819423501662593,77.61920229837484,1,1.0,Low,0,3.26,41.395348837209305,Low Opportunity
OPP337,3,12.824516178010978,77.56459134925903,1,1.0,Low,0,3.35,41.395348837209305,Low Opportunity
OPP338,3,12.826899876281802,77.60884714741128,1,1.0,Low,0,2.57,41.395348837209305,Low Opportunity
OPP339,3,12.825351986681808,77.61970536478071,1,1.0,Low,0,2.77,41.395348837209305,Low Opportunity
OPP340,3,12.840839013445285,77.56686219397602,1,1.0,Low,0,2.48,41.395348837209305,Low Opportunity
OPP341,3,12.838984312222443,77.56921377602525,1,1.0,Low,0,2.25,41.395348837209305,Low Opportunity
OPP342,3,12.844919011934271,77.56431292903675,1,1.0,Low,0,2.11,41.395348837209305,Low Opportunity
OPP343,3,12.857550051191712,77.70915722227596,1,1.0,Low,0,2.49,41.395348837209305,Low Opportunity
OPP344,1,12.864150513030127,77.80526307824513,1,1.0,Low,0,3.81,41.395348837209305,Low Opportunity
OPP345,2,12.871005958825329,77.4951699950312,1,1.0,Low,0,4.01,41.395348837209305,Low Opportunity
OPP346,1,12.873315413855265,77.72924836995212,1,1.0,Low,0,3.09,41.395348837209305,Low Opportunity
OPP347,1,12.876000542991244,77.73972516071932,1,1.0,Low,0,3.37,41.395348837209305,Low Opportunity
OPP348,1,12.877931403026905,77.83921533980512,1,1.0,Low,0,7.64,41.395348837209305,Low Opportunity
OPP349,3,12.880546988078343,77.69570193491899,1,1.0,Low,0,2.11,41.395348837209305,Low Opportunity
OPP350,1,12.881478992312063,77.73946726474604,1,1.0,Low,0,2.85,41.395348837209305,Low Opportunity
OPP351,1,12.881942225063584,77.74864718809104,1,1.0,Low,0,3.05,41.395348837209305,Low Opportunity
OPP352,1,12.882566362194591,77.77309473642366,1,1.0,Low,0,2.06,41.395348837209305,Low Opportunity
OPP353,2,12.887457638525492,77.49294483579968,1,1.0,Low,0,2.7,41.395348837209305,Low Opportunity
OPP354,1,12.8926980326378,77.74228019209065,1,1.0,Low,0,2.28,41.395348837209305,Low Opportunity
OPP355,1,12.894106234631993,77.78223685948167,1,1.0,Low,0,3.57,41.395348837209305,Low Opportunity
OPP356,1,12.889319056671551,77.81303658187888,1,1.0,Low,0,5.42,41.395348837209305,Low Opportunity
OPP357,1,12.89734042594203,77.75144128309321,1,1.0,Low,0,3.07,41.395348837209305,Low Opportunity
OPP358,1,12.89990333971837,77.75342392721483,1,1.0,Low,0,3.25,41.395348837209305,Low Opportunity
OPP359,1,12.897729383070768,77.77794754682675,1,1.0,Low,0,3.82,41.395348837209305,Low Opportunity
OPP360,1,12.897514402873576,77.82425709575655,1,1.0,Low,0,6.93,41.395348837209305,Low Opportunity
OPP361,1,12.905761136467715,77.77155884521164,1,1.0,Low,0,4.2,41.395348837209305,Low Opportunity
OPP362,1,12.908838256066584,77.78990046502403,1,1.0,Low,0,5.31,41.395348837209305,Low Opportunity
OPP363,1,12.914348534775304,77.79984991949958,1,1.0,Low,0,5.8,41.395348837209305,Low Opportunity
OPP364,1,12.90613321446441,77.81539845158255,1,1.0,Low,0,6.76,41.395348837209305,Low Opportunity
OPP365,2,12.92039118174187,77.45686202134391,1,1.0,Low,0,3.19,41.395348837209305,Low Opportunity
OPP366,1,12.917576429399912,77.79533224754344,1,1.0,Low,0,5.19,41.395348837209305,Low Opportunity
OPP367,1,12.92108145666669,77.80964357273207,1,1.0,Low,0,6.43,41.395348837209305,Low Opportunity
OPP368,1,12.920717075080166,77.82318829954563,1,1.0,Low,0,7.83,41.395348837209305,Low Opportunity
OPP369,1,12.91573825909874,77.85059289443035,1,1.0,Low,0,10.43,41.395348837209305,Low Opportunity
OPP370,1,12.92912769629103,77.80537408629563,1,1.0,Low,0,5.72,41.395348837209305,Low Opportunity
OPP371,1,12.925982720883429,77.81742208920024,1,1.0,Low,0,7.07,41.395348837209305,Low Opportunity
OPP372,1,12.931697780492932,77.84804805463722,1,1.0,Low,0,9.55,41.395348837209305,Low Opportunity
OPP373,1,12.937587448429255,77.78699706539749,1,1.0,Low,0,3.59,41.395348837209305,Low Opportunity
OPP374,1,12.935919546239374,77.79017309771159,1,1.0,Low,0,3.96,41.395348837209305,Low Opportunity
OPP375,1,12.939912789586774,77.81867239266644,1,1.0,Low,0,6.39,41.395348837209305,Low Opportunity
OPP376,1,12.945039615931572,77.8273449483012,1,1.0,Low,0,6.87,41.395348837209305,Low Opportunity
OPP377,1,12.955554443786763,77.81477733998526,1,1.0,Low,0,5.12,41.395348837209305,Low Opportunity
OPP378,1,12.954675763490467,77.83543233879098,1,1.0,Low,0,7.25,41.395348837209305,Low Opportunity
OPP379,1,12.966867591503885,77.82889133381224,1,1.0,Low,0,6.24,41.395348837209305,Low Opportunity
OPP380,1,12.963021071898446,77.83620547910712,1,1.0,Low,0,7.1,41.395348837209305,Low Opportunity
OPP381,1,12.973579437225382,77.84124007071024,1,1.0,Low,0,7.52,41.395348837209305,Low Opportunity
OPP382,1,12.980574133037983,77.82238791145271,1,1.0,Low,0,5.51,41.395348837209305,Low Opportunity
OPP383,1,12.99365812279891,77.83331357111575,1,1.0,Low,0,6.98,41.395348837209305,Low Opportunity
OPP384,1,12.999800543594814,77.8033623508769,1,1.0,Low,0,4.26,41.395348837209305,Low Opportunity
OPP385,1,13.01115487007467,77.83202789184844,1,1.0,Low,0,7.61,41.395348837209305,Low Opportunity
OPP386,1,13.00635351181568,77.8700118667303,1,1.0,Low,0,11.16,41.395348837209305,Low Opportunity
OPP387,1,13.021685541006413,77.78282963601019,1,1.0,Low,0,2.35,41.395348837209305,Low Opportunity
OPP388,1,13.016477349665092,77.78995091024125,1,1.0,Low,0,3.29,41.395348837209305,Low Opportunity
OPP389,1,13.014976544844284,77.84057681407357,1,1.0,Low,0,8.17,41.395348837209305,Low Opportunity
OPP390,1,13.028801046719089,77.7931454919724,1,1.0,Low,0,3.33,41.395348837209305,Low Opportunity
OPP391,1,13.025803424638717,77.80349160472201,1,1.0,Low,0,4.47,41.395348837209305,Low Opportunity
OPP392,1,13.028921612677808,77.80844729734916,1,1.0,Low,0,4.92,41.395348837209305,Low Opportunity
OPP393,1,13.02643239684081,77.81976842252038,1,1.0,Low,0,5.77,41.395348837209305,Low Opportunity
OPP394,1,13.028810243241963,77.8344074067126,1,1.0,Low,0,6.6,41.395348837209305,Low Opportunity
OPP395,1,13.03448140671198,77.78467487963184,1,1.0,Low,0,2.49,41.395348837209305,Low Opportunity
OPP396,1,13.03212235098172,77.81403469087124,1,1.0,Low,0,4.9,41.395348837209305,Low Opportunity
OPP397,1,13.043504972052716,77.77674554049761,1,1.0,Low,0,2.22,41.395348837209305,Low Opportunity
OPP398,5,13.056639960216494,77.6691258816376,1,1.0,Low,0,2.09,41.395348837209305,Low Opportunity
OPP399,1,13.058157824681262,77.76297981624488,1,1.0,Low,0,2.36,41.395348837209305,Low Opportunity
OPP400,1,13.052018799530876,77.78324611738873,1,1.0,Low,0,2.05,41.395348837209305,Low Opportunity
OPP401,1,13.072548026581472,77.7124335188722,1,1.0,Low,0,3.27,41.395348837209305,Low Opportunity
OPP402,1,13.084871641558603,77.745059761468,1,1.0,Low,0,2.33,41.395348837209305,Low Opportunity
OPP403,1,13.084744137045076,77.7774156482981,1,1.0,Low,0,2.18,41.395348837209305,Low Opportunity
OPP404,5,13.08609011295632,77.68840405650631,1,1.0,Low,0,3.72,41.395348837209305,Low Opportunity
OPP405,1,13.088021888445128,77.76805018667095,1,1.0,Low,0,3.15,41.395348837209305,Low Opportunity
OPP406,5,13.099814116468902,77.67513211116149,1,1.0,Low,0,2.68,41.395348837209305,Low Opportunity
OPP407,5,13.112006213336478,77.53312577885636,1,1.0,Low,0,2.5,41.395348837209305,Low Opportunity
OPP408,5,13.124911908757998,77.65693066406031,1,1.0,Low,0,3.4,41.395348837209305,Low Opportunity
OPP409,5,13.14418061136499,77.59799980169721,1,1.0,Low,0,2.47,41.395348837209305,Low Opportunity
OPP410,1,12.981643877521288,77.76788558684956,11,11.0,High,7,0.12,41.348837209302324,Low Opportunity
OPP411,3,12.910815415766946,77.63783519097798,28,28.0,High,19,0.23,41.06976744186046,Low Opportunity
OPP412,1,12.87089102062091,77.76712980588752,2,2.0,Low,1,0.81,40.7906976744186,Low Opportunity
OPP413,1,12.88458594925414,77.71303054201209,2,2.0,Low,1,1.77,40.7906976744186,Low Opportunity
OPP414,3,12.88297014819584,77.61818077745879,12,12.0,High,8,0.77,40.74418604651163,Low Opportunity
OPP415,2,12.917400294545851,77.57231869975361,12,12.0,High,8,0.47,40.74418604651163,Low Opportunity
OPP416,1,12.955391824870834,77.7388222139184,9,9.0,Medium,6,1.0,40.55813953488372,Low Opportunity
OPP417,4,13.000063207427251,77.66415128272392,9,9.0,Medium,6,0.54,40.55813953488372,Low Opportunity
OPP418,5,13.036951596673935,77.5822141249454,9,9.0,Medium,6,0.5,40.55813953488372,Low Opportunity
OPP419,5,12.990784042959907,77.6085917193231,13,13.0,High,9,0.21,40.13953488372093,Low Opportunity
OPP420,3,12.884241501643237,77.6362847668223,14,14.0,High,10,0.71,39.53488372093023,Low Opportunity
OPP421,2,12.872897878434827,77.52530707142061,1,1.0,Low,1,1.32,39.395348837209305,Low Opportunity
OPP422,1,12.875182818351242,77.76187745344647,1,1.0,Low,1,1.51,39.395348837209305,Low Opportunity
OPP423,1,12.871094091221575,77.77919194081473,1,1.0,Low,1,1.24,39.395348837209305,Low Opportunity
OPP424,2,12.88739044734246,77.5135707235177,1,1.0,Low,1,1.76,39.395348837209305,Low Opportunity
OPP425,2,12.892456005282105,77.52130143912477,1,1.0,Low,1,1.57,39.395348837209305,Low Opportunity
OPP426,1,12.900335922049392,77.74065018799205,1,1.0,Low,1,1.87,39.395348837209305,Low Opportunity
OPP427,1,13.047026414295964,77.7527877353915,1,1.0,Low,1,1.57,39.395348837209305,Low Opportunity
OPP428,5,13.054042552691604,77.524048393253,1,1.0,Low,1,1.91,39.395348837209305,Low Opportunity
OPP429,5,13.050318343652354,77.68101551436183,1,1.0,Low,1,1.93,39.395348837209305,Low Opportunity
OPP430,1,13.06481859288202,77.80256576968287,1,1.0,Low,1,1.47,39.395348837209305,Low Opportunity
OPP431,5,13.093651956793066,77.66972221548194,1,1.0,Low,1,1.84,39.395348837209305,Low Opportunity
OPP432,5,13.11330154798948,77.54983017693917,1,1.0,Low,1,1.9,39.395348837209305,Low Opportunity
OPP433,5,13.113081611664024,77.60138930378164,1,1.0,Low,1,1.03,39.395348837209305,Low Opportunity
OPP434,5,13.12622507810583,77.55044208105255,1,1.0,Low,1,1.87,39.395348837209305,Low Opportunity
OPP435,5,13.12278598735868,77.60176436219265,1,1.0,Low,1,0.07,39.395348837209305,Low Opportunity
OPP436,3,12.882135352637773,77.64652267238456,11,11.0,High,8,0.52,39.348837209302324,Low Opportunity
OPP437,1,13.0191195130347,77.75751601628755,8,8.0,Medium,6,0.27,39.16279069767442,Low Opportunity
OPP438,5,13.026860565870539,77.60069579066965,8,8.0,Medium,6,0.79,39.16279069767442,Low Opportunity
OPP439,3,12.891926041713955,77.5814268809178,15,15.0,High,11,0.42,38.93023255813953,Low Opportunity
OPP440,2,12.89984385892175,77.51900063786579,2,2.0,Low,2,0.85,38.7906976744186,Low Opportunity
OPP441,2,12.949755271025145,77.49946234401435,2,2.0,Low,2,1.27,38.7906976744186,Low Opportunity
OPP442,2,12.951669675822687,77.51852036787184,2,2.0,Low,2,0.81,38.7906976744186,Low Opportunity
OPP443,5,13.026710465269247,77.52482904285279,2,2.0,Low,2,1.37,38.7906976744186,Low Opportunity
OPP444,1,13.03133863804139,77.73910679050871,2,2.0,Low,2,1.0,38.7906976744186,Low Opportunity
OPP445,5,13.080764496776194,77.56081804177582,2,2.0,Low,2,1.26,38.7906976744186,Low Opportunity
OPP446,5,13.08810625266867,77.54718126360788,2,2.0,Low,2,0.87,38.7906976744186,Low Opportunity
OPP447,3,12.882977208409924,77.60184598742633,12,12.0,High,9,0.62,38.74418604651163,Low Opportunity
OPP448,2,12.928107262962518,77.55486344239893,9,9.0,Medium,7,0.8,38.55813953488372,Low Opportunity
OPP449,1,12.93640198761172,77.73834576238121,9,9.0,Medium,7,0.86,38.55813953488372,Low Opportunity
OPP450,2,12.955574772517885,77.54600584633464,9,9.0,Medium,7,0.52,38.55813953488372,Low Opportunity
OPP451,1,12.991682271940245,77.74760654058268,9,9.0,Medium,7,0.68,38.55813953488372,Low Opportunity
OPP452,5,13.008369558513031,77.62724156387632,9,9.0,Medium,7,0.72,38.55813953488372,Low Opportunity
OPP453,3,12.88419501395624,77.58158279856497,13,13.0,High,10,0.66,38.13953488372093,Low Opportunity
OPP454,1,12.945439370976954,77.72903310013261,13,13.0,High,10,0.51,38.13953488372093,Low Opportunity
OPP455,1,12.9730876454327,77.74912257857771,13,13.0,High,10,0.69,38.13953488372093,Low Opportunity
OPP456,2,12.920036708750207,77.56462103237583,10,10.0,High,8,0.78,37.95348837209302,Low Opportunity
OPP457,1,12.982406644933528,77.73982692311391,10,10.0,High,8,0.69,37.95348837209302,Low Opportunity
OPP458,4,12.991310296072456,77.66506574044402,10,10.0,High,8,0.47,37.95348837209302,Low Opportunity
OPP459,5,13.044735798026114,77.60094171703149,10,10.0,High,8,0.89,37.95348837209302,Low Opportunity
OPP460,3,12.866749180297045,77.6189143721582,7,7.0,Medium,6,0.18,37.76744186046511,Low Opportunity
OPP461,3,12.864868034621535,77.62919511492456,7,7.0,Medium,6,1.2,37.76744186046511,Low Opportunity
OPP462,2,12.981762189994521,77.54599761395761,7,7.0,Medium,6,0.37,37.76744186046511,Low Opportunity
OPP463,1,12.990988052901054,77.7680528423473,7,7.0,Medium,6,0.77,37.76744186046511,Low Opportunity
OPP464,5,13.053938192570413,77.58169578974189,7,7.0,Medium,6,0.57,37.76744186046511,Low Opportunity
OPP465,3,12.892335479382465,77.59954809642527,17,17.0,High,13,0.41,37.72093023255814,Low Opportunity
OPP466,4,12.918698464306768,77.66471818897028,14,14.0,High,11,0.5,37.534883720930225,Low Opportunity
OPP467,3,12.900670206133347,77.63761943240264,24,24.0,High,18,0.2,37.48837209302325,Low Opportunity
OPP468,3,12.83291225021506,77.57440695332069,1,1.0,Low,2,1.95,37.395348837209305,Low Opportunity
OPP469,3,12.83113428400476,77.58020272442185,1,1.0,Low,2,1.6,37.395348837209305,Low Opportunity
OPP470,3,12.834842425603073,77.62511638486487,1,1.0,Low,2,1.71,37.395348837209305,Low Opportunity
OPP471,3,12.845442837627369,77.53690002157671,1,1.0,Low,2,1.74,37.395348837209305,Low Opportunity
OPP472,3,12.84695188055626,77.62173318917318,1,1.0,Low,2,1.79,37.395348837209305,Low Opportunity
OPP473,3,12.85221267446032,77.5658288904564,1,1.0,Low,2,1.29,37.395348837209305,Low Opportunity
OPP474,1,12.887793631442184,77.72850866434577,1,1.0,Low,2,1.63,37.395348837209305,Low Opportunity
OPP475,2,12.93453996968997,77.5182588666817,1,1.0,Low,2,0.25,37.395348837209305,Low Opportunity
OPP476,2,13.010585183929376,77.49660124940922,1,1.0,Low,2,1.02,37.395348837209305,Low Opportunity
OPP477,5,13.016065308384904,77.51561029460511,1,1.0,Low,2,1.27,37.395348837209305,Low Opportunity
OPP478,1,13.037172917961549,77.73921101795864,1,1.0,Low,2,0.61,37.395348837209305,Low Opportunity
OPP479,1,13.037705482114228,77.77598009776524,1,1.0,Low,2,1.75,37.395348837209305,Low Opportunity
OPP480,5,13.046730121913386,77.6715551867829,1,1.0,Low,2,1.2,37.395348837209305,Low Opportunity
OPP481,1,13.042764952243084,77.71472309066002,1,1.0,Low,2,1.39,37.395348837209305,Low Opportunity
OPP482,1,13.04159364301443,77.72571684537344,1,1.0,Low,2,1.44,37.395348837209305,Low Opportunity
OPP483,1,13.041693345402328,77.76608162706391,1,1.0,Low,2,1.43,37.395348837209305,Low Opportunity
OPP484,1,13.057413323177432,77.75085678844482,1,1.0,Low,2,1.2,37.395348837209305,Low Opportunity
OPP485,1,13.066693076196907,77.74119568349356,1,1.0,Low,2,0.28,37.395348837209305,Low Opportunity
OPP486,5,13.092127018146346,77.53800776624959,1,1.0,Low,2,0.25,37.395348837209305,Low Opportunity
OPP487,5,13.09477725208666,77.52630258391201,1,1.0,Low,2,1.51,37.395348837209305,Low Opportunity
OPP488,5,13.027661637630512,77.60833125633044,11,11.0,High,9,0.6,37.34883720930233,Low Opportunity
OPP489,4,12.990492545819597,77.69256927141107,8,8.0,Medium,7,0.51,37.16279069767442,Low Opportunity
OPP490,5,13.054691682923755,77.60794116437987,8,8.0,Medium,7,0.37,37.16279069767442,Low Opportunity
OPP491,3,12.891330458831193,77.58990840749684,15,15.0,High,12,0.56,36.93023255813954,Low Opportunity
OPP492,2,12.909721359885292,77.5733684307352,15,15.0,High,12,0.39,36.93023255813954,Low Opportunity
OPP493,3,12.836365182109466,77.60322617496749,2,2.0,Low,3,1.38,36.7906976744186,Low Opportunity
OPP494,2,12.889634855747213,77.52360110454276,2,2.0,Low,3,1.87,36.7906976744186,Low Opportunity
OPP495,3,12.890113396252632,77.69883449862775,2,2.0,Low,3,1.73,36.7906976744186,Low Opportunity
OPP496,1,12.89326713859247,77.71616325914032,2,2.0,Low,3,0.75,36.7906976744186,Low Opportunity
OPP497,1,12.90487501936126,77.72236160106954,2,2.0,Low,3,0.36,36.7906976744186,Low Opportunity
OPP498,1,13.026004042953108,77.7724943860795,2,2.0,Low,3,1.14,36.7906976744186,Low Opportunity
OPP499,5,13.042606259654455,77.54644249712898,2,2.0,Low,3,0.15,36.7906976744186,Low Opportunity
OPP500,5,13.056859249327685,77.65533487775228,2,2.0,Low,3,0.75,36.7906976744186,Low Opportunity
OPP501,5,13.072416100237964,77.6613613100098,2,2.0,Low,3,0.97,36.7906976744186,Low Opportunity
OPP502,5,13.079590442917006,77.61781272000005,2,2.0,Low,3,1.7,36.7906976744186,Low Opportunity
OPP503,4,12.973235680964768,77.66373816347796,12,12.0,High,10,1.08,36.74418604651163,Low Opportunity
OPP504,1,12.972348153366235,77.73024932196256,12,12.0,High,10,0.51,36.74418604651163,Low Opportunity
OPP505,1,12.981469752465273,77.70197342834825,9,9.0,Medium,8,0.78,36.55813953488372,Low Opportunity
OPP506,1,12.989973729308137,77.73946267092444,9,9.0,Medium,8,0.75,36.55813953488372,Low Opportunity
OPP507,1,12.989723266279235,77.75684449645237,9,9.0,Medium,8,0.96,36.55813953488372,Low Opportunity
OPP508,2,12.928617884125503,77.54636768059598,6,6.0,Medium,6,0.19,36.372093023255815,Low Opportunity
OPP509,1,12.929445538891798,77.72985395505783,6,6.0,Medium,6,0.9,36.372093023255815,Low Opportunity
OPP510,2,12.973600099494915,77.5354518259736,6,6.0,Medium,6,0.64,36.372093023255815,Low Opportunity
